city,state_id,state_name,county_name,population
Massillon,IA,Iowa,Cedar,921
Sunbury,IA,Iowa,Cedar,3428
Fenton,IL,Illinois,Whiteside,1420
Eldena,IL,Illinois,Lee,2143
Lee Center,IL,Illinois,Lee,4206
Scarboro,IL,Illinois,Lee,523
Koszta,IA,Iowa,Iowa,5179
Botna,IA,Iowa,Shelby,5422
Ewart,IA,Iowa,Poweshiek,2844
Berwick,IA,Iowa,Polk,5944
Ira,IA,Iowa,Jasper,5638
Killduff,IA,Iowa,Jasper,2852
Monteith,IA,Iowa,Guthrie,6897
Morse,IA,Iowa,Johnson,3433
Illinois City,IL,Illinois,Rock Island,1333
Joslin,IL,Illinois,Rock Island,1226
Gambrill,IA,Iowa,Scott,6215
Crumstown,IN,Indiana,Saint Joseph,690
Lydick,IN,Indiana,Saint Joseph,4249
Stillwell,IN,Indiana,LaPorte,6635
Waterford,IN,Indiana,LaPorte,3165
Wellsboro,IN,Indiana,LaPorte,5564
La Porte,IN,Indiana,LaPorte,2722
Metz,IN,Indiana,Steuben,1466
Pleasant Lake,IN,Indiana,Steuben,1271
Emma,IN,Indiana,LaGrange,5389
Stroh,IN,Indiana,LaGrange,3174
Goodenow,IL,Illinois,Will,4446
Goodings Grove,IL,Illinois,Will,4230
Idylside,IL,Illinois,Will,2107
Lily Cache,IL,Illinois,Will,6065
Lincoln Estates,IL,Illinois,Will,1796
Marley,IL,Illinois,Will,6528
Ridgewood,IL,Illinois,Will,2131
Wilton Center,IL,Illinois,Will,4071
Ainsworth,IN,Indiana,Lake,3918
Green Acres,IN,Indiana,Lake,2122
Independence Hill,IN,Indiana,Lake,3905
Lake Hills,IN,Indiana,Lake,6311
Liberty Park,IN,Indiana,Lake,5436
Liverpool,IN,Indiana,Lake,5920
Lottaville,IN,Indiana,Lake,2960
New Elliott,IN,Indiana,Lake,4261
Ross,IN,Indiana,Lake,2265
Turkey Creek Meadows,IN,Indiana,Lake,545
Black Oak,IN,Indiana,Lake,427
Crocker,IN,Indiana,Porter,2843
Lincoln Hills,IN,Indiana,Porter,6547
Malden,IN,Indiana,Porter,3706
Triumph,IL,Illinois,La Salle,5236
North Utica,IL,Illinois,La Salle,3969
Wedron,IL,Illinois,La Salle,3903
La Salle,IL,Illinois,La Salle,6751
Fairport,IA,Iowa,Muscatine,693
Moscow,IA,Iowa,Muscatine,1300
Green Rock,IL,Illinois,Henry,5783
Newville,IN,Indiana,DeKalb,1553
Spencerville,IN,Indiana,DeKalb,5718
Merriam,IN,Indiana,Noble,600
Laotto,IN,Indiana,Noble,2814
Wolflake,IN,Indiana,Noble,2808
Chilmark,MA,Massachusetts,Dukes,5213
West Tisbury,MA,Massachusetts,Dukes,4673
Edgartown,MA,Massachusetts,Dukes,1569
Oak Bluffs,MA,Massachusetts,Dukes,813
Evans,IA,Iowa,Mahaska,100
Lacey,IA,Iowa,Mahaska,2015
Wright,IA,Iowa,Mahaska,3003
Attica,IA,Iowa,Marion,5905
Columbia,IA,Iowa,Marion,4218
Otley,IA,Iowa,Marion,1097
Tracy,IA,Iowa,Marion,4362
Gilliatt,IA,Iowa,Pottawattamie,5286
Lyman,IA,Iowa,Cass,1721
Arbor Hill,IA,Iowa,Adair,3920
Tyner,IN,Indiana,Marshall,5236
Grovertown,IN,Indiana,Starke,3698
Wyman,IA,Iowa,Louisa,2950
Laud,IN,Indiana,Whitley,6987
Gifford,IN,Indiana,Jasper,4670
Fair Oaks,IN,Indiana,Jasper,2154
Kniman,IN,Indiana,Jasper,1346
Aboite,IN,Indiana,Allen,2673
Arcola,IN,Indiana,Allen,1599
Yoder,IN,Indiana,Allen,6716
West Jersey,IL,Illinois,Stark,6782
Delong,IN,Indiana,Fulton,2533
Grass Creek,IN,Indiana,Fulton,2540
Denham,IN,Indiana,Pulaski,928
Glasgow,IA,Iowa,Jefferson,5576
Abingdon,IA,Iowa,Jefferson,1967
Linby,IA,Iowa,Jefferson,3701
Swedesburg,IA,Iowa,Henry,76
Trenton,IA,Iowa,Henry,5173
Jamison,IA,Iowa,Clarke,2956
Avery,IA,Iowa,Monroe,6241
Hiteman,IA,Iowa,Monroe,4669
Strahan,IA,Iowa,Mills,2631
Stennett,IA,Iowa,Montgomery,5900
Brooks,IA,Iowa,Adams,5927
Carl,IA,Iowa,Adams,2252
Yarmouth,IA,Iowa,Des Moines,4429
Gulfport,IL,Illinois,Henderson,4054
Servia,IN,Indiana,Wabash,1642
Urbana,IN,Indiana,Wabash,4449
Goodwine,IL,Illinois,Iroquois,2469
Pittwood,IL,Illinois,Iroquois,2680
Stockland,IL,Illinois,Iroquois,5702
Woodworth,IL,Illinois,Iroquois,1116
Bippus,IN,Indiana,Huntington,1707
Majenica,IN,Indiana,Huntington,1305
Mossville,IL,Illinois,Peoria,1853
Domestic,IN,Indiana,Wells,6906
Tocsin,IN,Indiana,Wells,6581
Lee,IN,Indiana,White,4688
Metea,IN,Indiana,Cass,5401
Young America,IN,Indiana,Cass,3322
Bingham,IA,Iowa,Page,3915
Siam,IA,Iowa,Taylor,813
Selma,IA,Iowa,Van Buren,1191
Belknap,IA,Iowa,Davis,1432
Stiles,IA,Iowa,Davis,3486
Troy,IA,Iowa,Davis,5366
Mark,IA,Iowa,Davis,1564
Sewal,IA,Iowa,Wayne,5309
Iconium,IA,Iowa,Appanoose,485
Argyle,IA,Iowa,Lee,598
Charleston,IA,Iowa,Lee,391
Summitville,IA,Iowa,Lee,1002
Wever,IA,Iowa,Lee,2417
Holder,IL,Illinois,McLean,5554
Merna,IL,Illinois,McLean,5571
Osman,IL,Illinois,McLean,775
Burrows,IN,Indiana,Carroll,5392
Rockfield,IN,Indiana,Carroll,832
Summum,IL,Illinois,Fulton,5398
Fandon,IL,Illinois,McDonough,1302
Millgrove,IN,Indiana,Blackford,6416
Roll,IN,Indiana,Blackford,685
Odell,IN,Indiana,Tippecanoe,2461
West Point,IN,Indiana,Tippecanoe,1562
Jamaica,IL,Illinois,Vermilion,5380
Jamesburg,IL,Illinois,Vermilion,3511
Foster,IN,Indiana,Warren,4534
Judyville,IN,Indiana,Warren,1360
Marshfield,IN,Indiana,Warren,3772
Cambria,IN,Indiana,Clinton,1642
Manson,IN,Indiana,Clinton,5487
Sedalia,IN,Indiana,Clinton,2728
Linwood,IN,Indiana,Madison,3580
Yeddo,IN,Indiana,Fountain,4701
Lake Fork,IL,Illinois,Logan,348
Lawndale,IL,Illinois,Logan,2225
Midland City,IL,Illinois,De Witt,6713
Parnell,IL,Illinois,De Witt,2239
Lodge,IL,Illinois,Piatt,4036
Fall Creek,IL,Illinois,Adams,581
Elizaville,IN,Indiana,Boone,3383
Gessie,IN,Indiana,Vermillion,1725
Hillsdale,IN,Indiana,Vermillion,245
New Lisbon,IN,Indiana,Henry,3018
Oakley,IL,Illinois,Macon,3895
Webster,IN,Indiana,Wayne,3061
Wheeler,KS,Kansas,Cheyenne,5614
Beardsley,KS,Kansas,Rawlins,2838
Blakeman,KS,Kansas,Rawlins,4380
Ludell,KS,Kansas,Rawlins,138
Montrose,KS,Kansas,Jewell,4110
Ionia,KS,Kansas,Jewell,4710
Lovewell,KS,Kansas,Jewell,5524
Northbranch,KS,Kansas,Jewell,1753
Claudell,KS,Kansas,Smith,2379
Harlan,KS,Kansas,Smith,5400
Kackley,KS,Kansas,Republic,4107
Wayne,KS,Kansas,Republic,2817
Traer,KS,Kansas,Decatur,4046
Cedar Bluffs,KS,Kansas,Decatur,3816
Leoville,KS,Kansas,Decatur,5790
Dellvale,KS,Kansas,Norton,677
Reager,KS,Kansas,Norton,2910
New Almelo,KS,Kansas,Norton,2414
Densmore,KS,Kansas,Norton,3586
Woodruff,KS,Kansas,Phillips,3239
Herkimer,KS,Kansas,Marshall,5928
Marietta,KS,Kansas,Marshall,1302
Winifred,KS,Kansas,Marshall,2381
Padonia,KS,Kansas,Brown,6230
Saint Benedict,KS,Kansas,Nemaha,4440
Kelly,KS,Kansas,Nemaha,2723
Iowa Point,KS,Kansas,Doniphan,6647
Fanning,KS,Kansas,Doniphan,811
Doniphan,KS,Kansas,Doniphan,4893
Bridgeton,IN,Indiana,Parke,5940
Catlin,IN,Indiana,Parke,6698
Judson,IN,Indiana,Parke,2377
Hollandsburg,IN,Indiana,Parke,4857
Maxwell,IN,Indiana,Hancock,3712
Castleton,IN,Indiana,Marion,2314
Highwoods,IN,Indiana,Marion,6086
Edgar,IL,Illinois,Edgar,4978
Grandview,IL,Illinois,Edgar,2544
Oliver,IL,Illinois,Edgar,3724
Literberry,IL,Illinois,Morgan,64
Putnamville,IN,Indiana,Putnam,5927
Rockport,IL,Illinois,Pike,3669
New Hartford,IL,Illinois,Pike,6731
Alpine,IN,Indiana,Fayette,5653
Alquina,IN,Indiana,Fayette,6208
Mays,IN,Indiana,Rush,2011
New Salem,IN,Indiana,Rush,5495
Bridgeport,MD,Maryland,Washington,6077
Bay View,MD,Maryland,Cecil,55
Fair Hill,MD,Maryland,Cecil,1527
Liberty Grove,MD,Maryland,Cecil,401
Elk Neck,MD,Maryland,Cecil,480
Cherry Hill,MD,Maryland,Cecil,6298
Craigtown,MD,Maryland,Cecil,1100
Elk Mills,MD,Maryland,Cecil,2617
Providence,MD,Maryland,Cecil,6885
Woodlawn,MD,Maryland,Cecil,320
Zion,MD,Maryland,Cecil,2747
White Crystal Beach,MD,Maryland,Cecil,5789
Abingdon,MD,Maryland,Harford,747
Creswell,MD,Maryland,Harford,2449
Federal Hill,MD,Maryland,Harford,2048
Forest Hill,MD,Maryland,Harford,5755
Fountain Green,MD,Maryland,Harford,835
Upper Crossroads,MD,Maryland,Harford,2451
Ady,MD,Maryland,Harford,2019
Putnam,MD,Maryland,Harford,5662
Belcamp,MD,Maryland,Harford,2763
Blackhorse,MD,Maryland,Harford,6608
Cardiff,MD,Maryland,Harford,2467
Carsins,MD,Maryland,Harford,2168
Churchville,MD,Maryland,Harford,472
Emmorton,MD,Maryland,Harford,4730
Hess,MD,Maryland,Harford,2440
Hickory,MD,Maryland,Harford,4907
Joppa,MD,Maryland,Harford,4544
Level,MD,Maryland,Harford,6611
Madonna,MD,Maryland,Harford,4028
Magnolia,MD,Maryland,Harford,878
Mountain,MD,Maryland,Harford,4023
Shawsville,MD,Maryland,Harford,6161
Webster,MD,Maryland,Harford,119
Dublin,MD,Maryland,Harford,2556
Glen Arm,MD,Maryland,Baltimore,4787
Sweet Air,MD,Maryland,Baltimore,2710
Baldwin,MD,Maryland,Baltimore,6375
Chase,MD,Maryland,Baltimore,420
Fork,MD,Maryland,Baltimore,2632
Granite,MD,Maryland,Baltimore,2730
Harrisonville,MD,Maryland,Baltimore,2647
Hebbville,MD,Maryland,Baltimore,2897
Hereford,MD,Maryland,Baltimore,4510
Jacksonville,MD,Maryland,Baltimore,1828
Manor,MD,Maryland,Baltimore,5994
Milford,MD,Maryland,Baltimore,3142
Monkton,MD,Maryland,Baltimore,5581
Riderwood,MD,Maryland,Baltimore,4819
Rockdale,MD,Maryland,Baltimore,4344
Shawan,MD,Maryland,Baltimore,552
Shepperd,MD,Maryland,Baltimore,5924
Sunnybrook,MD,Maryland,Baltimore,3917
White Hall,MD,Maryland,Baltimore,3594
Halethorpe,MD,Maryland,Baltimore,5137
Oakland,MD,Maryland,Carroll,996
Bengal,IN,Indiana,Shelby,4680
Mount Auburn,IN,Indiana,Shelby,4864
Pleasant View,IN,Indiana,Shelby,1671
Flat Rock,IN,Indiana,Shelby,6773
Loxa,IL,Illinois,Coles,1998
Rardin,IL,Illinois,Coles,2237
Huscher,KS,Kansas,Cloud,3319
Rice,KS,Kansas,Cloud,864
Saint Joseph,KS,Kansas,Cloud,6608
Birmingham,KS,Kansas,Jackson,5807
Farmington,KS,Kansas,Atchison,6054
Arrington,KS,Kansas,Atchison,1936
Potter,KS,Kansas,Atchison,3280
Cummings,KS,Kansas,Atchison,5210
Lakewood,IL,Illinois,Shelby,6985
Trowbridge,IL,Illinois,Shelby,4559
Amity,IN,Indiana,Johnson,4892
Eminence,IN,Indiana,Morgan,1547
Burnett,IN,Indiana,Vigo,3264
Lewis,IN,Indiana,Vigo,2479
Libertyville,IN,Indiana,Vigo,6902
Pimento,IN,Indiana,Vigo,5280
Cory,IN,Indiana,Clay,986
Howesville,IN,Indiana,Clay,1578
Codell,KS,Kansas,Rooks,1929
Edson,KS,Kansas,Sherman,6282
Covert,KS,Kansas,Osborne,5476
Bloomington,KS,Kansas,Osborne,3505
Seguin,KS,Kansas,Sheridan,4955
Tasco,KS,Kansas,Sheridan,3961
Studley,KS,Kansas,Sheridan,5405
Angelus,KS,Kansas,Sheridan,5769
Idana,KS,Kansas,Clay,3015
Broughton,KS,Kansas,Clay,1393
Saint Peter,KS,Kansas,Graham,1584
Nicodemus,KS,Kansas,Graham,6772
Bala,KS,Kansas,Riley,1982
Keats,KS,Kansas,Riley,3094
Laclede,KS,Kansas,Pottawatomie,2894
Duluth,KS,Kansas,Pottawatomie,1638
Fostoria,KS,Kansas,Pottawatomie,1234
Andersonville,IN,Indiana,Franklin,95
Bath,IN,Indiana,Franklin,3900
Buena Vista,IN,Indiana,Franklin,1519
Mixersville,IN,Indiana,Franklin,2194
Raymond,IN,Indiana,Franklin,784
Rockdale,IN,Indiana,Franklin,2487
Saint Peter,IN,Indiana,Franklin,1830
Scipio,IN,Indiana,Franklin,1690
Sharptown,IN,Indiana,Franklin,2882
Cataract,IN,Indiana,Owen,2331
Coal City,IN,Indiana,Owen,1747
Freedom,IN,Indiana,Owen,4443
Patricksburg,IN,Indiana,Owen,3352
Quincy,IN,Indiana,Owen,4164
Whitehall,IN,Indiana,Owen,6191
Adams,IN,Indiana,Decatur,3923
Burney,IN,Indiana,Decatur,6684
Letts,IN,Indiana,Decatur,5886
Sardinia,IN,Indiana,Decatur,6982
Rock Creek,KS,Kansas,Jefferson,5590
Williamstown,KS,Kansas,Jefferson,5701
Lowemont,KS,Kansas,Leavenworth,5348
Fairmount,KS,Kansas,Leavenworth,6470
Reno,KS,Kansas,Leavenworth,4497
Meppen,IL,Illinois,Calhoun,6148
Golden Eagle,IL,Illinois,Calhoun,1981
Chesterville,MD,Maryland,Kent,5973
Coleman,MD,Maryland,Kent,5002
Melitota,MD,Maryland,Kent,5227
Langford,MD,Maryland,Kent,1819
Crosby,MD,Maryland,Kent,6985
Kentmore Park,MD,Maryland,Kent,3583
Locust Grove,MD,Maryland,Kent,1842
Lynch,MD,Maryland,Kent,438
Morgnec,MD,Maryland,Kent,5308
Newtown,MD,Maryland,Kent,5652
Pomona,MD,Maryland,Kent,5908
Sandy Bottom,MD,Maryland,Kent,5864
Still Pond,MD,Maryland,Kent,3504
Tolchester Beach,MD,Maryland,Kent,1228
Hazel Dell,IL,Illinois,Cumberland,4316
Clarksville,MD,Maryland,Howard,2253
Dayton,MD,Maryland,Howard,6741
Guilford,MD,Maryland,Howard,3235
Jonestown,MD,Maryland,Howard,1866
Pine Orchard,MD,Maryland,Howard,6273
Simpsonville,MD,Maryland,Howard,589
Waterloo,MD,Maryland,Howard,6296
Woodstock,MD,Maryland,Howard,134
Clear Creek,IN,Indiana,Monroe,6450
Smithville,IN,Indiana,Monroe,2321
Azalia,IN,Indiana,Bartholomew,1443
Ashton,MD,Maryland,Montgomery,752
Boyds,MD,Maryland,Montgomery,4151
Dickerson,MD,Maryland,Montgomery,3997
Norbeck,MD,Maryland,Montgomery,6824
Sandy Spring,MD,Maryland,Montgomery,5672
Seneca,MD,Maryland,Montgomery,2048
Sunshine,MD,Maryland,Montgomery,3939
Brinklow,MD,Maryland,Montgomery,6127
Comus,MD,Maryland,Montgomery,5112
Brighton,MD,Maryland,Montgomery,482
Cedar Grove,MD,Maryland,Montgomery,1026
Dawsonville,MD,Maryland,Montgomery,1335
Goshen,MD,Maryland,Montgomery,3258
Norwood,MD,Maryland,Montgomery,2237
Woodfield,MD,Maryland,Montgomery,723
Beallsville,MD,Maryland,Montgomery,224
Trevlac,IN,Indiana,Brown,2822
Rexville,IN,Indiana,Ripley,2143
Cross Plains,IN,Indiana,Ripley,6862
Guilford,IN,Indiana,Dearborn,5091
Homestead,IN,Indiana,Dearborn,1659
Wells,KS,Kansas,Ottawa,1496
Verdi,KS,Kansas,Ottawa,194
Niles,KS,Kansas,Ottawa,645
Wye Mills,MD,Maryland,Queen Anne's,2843
Bryantown,MD,Maryland,Queen Anne's,5406
Carmichael,MD,Maryland,Queen Anne's,6100
Dominion,MD,Maryland,Queen Anne's,5247
Ingleside,MD,Maryland,Queen Anne's,4851
Mattapex,MD,Maryland,Queen Anne's,4884
Normans,MD,Maryland,Queen Anne's,1188
Price,MD,Maryland,Queen Anne's,5118
Roberts,MD,Maryland,Queen Anne's,6696
Romancoke,MD,Maryland,Queen Anne's,2006
Ruthsburg,MD,Maryland,Queen Anne's,1713
Starr,MD,Maryland,Queen Anne's,4473
Bucktown,IN,Indiana,Sullivan,4175
Fairbanks,IN,Indiana,Sullivan,2006
Graysville,IN,Indiana,Sullivan,615
Arundel Village,MD,Maryland,Anne Arundel,309
Bay Ridge,MD,Maryland,Anne Arundel,5082
Bayside Beach,MD,Maryland,Anne Arundel,2819
Beverly Beach,MD,Maryland,Anne Arundel,6784
Birdsville,MD,Maryland,Anne Arundel,5737
Davidsonville,MD,Maryland,Anne Arundel,5769
Bristol,MD,Maryland,Anne Arundel,720
Carrollton Manor,MD,Maryland,Anne Arundel,3956
Cedarhurst,MD,Maryland,Anne Arundel,4970
Churchton,MD,Maryland,Anne Arundel,2480
Fairhaven,MD,Maryland,Anne Arundel,6431
Furnace Branch,MD,Maryland,Anne Arundel,2883
Gibson Island,MD,Maryland,Anne Arundel,331
Harmans,MD,Maryland,Anne Arundel,1606
Harwood,MD,Maryland,Anne Arundel,2225
Jacobsville,MD,Maryland,Anne Arundel,61
Leitch,MD,Maryland,Anne Arundel,2242
Millersville,MD,Maryland,Anne Arundel,5078
Mount Zion,MD,Maryland,Anne Arundel,4757
Orchard Beach,MD,Maryland,Anne Arundel,2344
Pinehurst,MD,Maryland,Anne Arundel,2903
Rose Haven,MD,Maryland,Anne Arundel,4384
Skidmore,MD,Maryland,Anne Arundel,6386
Tracys Landing,MD,Maryland,Anne Arundel,1189
Ash Grove,KS,Kansas,Lincoln,2660
Denmark,KS,Kansas,Lincoln,456
Vesper,KS,Kansas,Lincoln,2718
Lincoln,KS,Kansas,Lincoln,6602
Westfall,KS,Kansas,Lincoln,930
Grove,KS,Kansas,Shawnee,4641
Richland,KS,Kansas,Shawnee,1144
Elmont,KS,Kansas,Shawnee,2615
Tecumseh,KS,Kansas,Shawnee,5589
Dover,KS,Kansas,Shawnee,2225
Pauline,KS,Kansas,Shawnee,6918
La Clede,IL,Illinois,Fayette,3364
Saint James,IL,Illinois,Fayette,5092
Shobonier,IL,Illinois,Fayette,6729
Vera,IL,Illinois,Fayette,849
Bluff City,IL,Illinois,Fayette,5301
Wabaunsee,KS,Kansas,Wabaunsee,5905
Volland,KS,Kansas,Wabaunsee,4682
Piper,KS,Kansas,Wyandotte,3493
Wolcott,KS,Kansas,Wyandotte,2554
Pomeroy,KS,Kansas,Wyandotte,4623
Lovett,IN,Indiana,Jennings,1004
Paris Crossing,IN,Indiana,Jennings,5925
Trimble,IL,Illinois,Crawford,4833
Koleen,IN,Indiana,Greene,4342
Midland,IN,Indiana,Greene,5961
Richwood,KY,Kentucky,Boone,6805
Hopeful Heights,KY,Kentucky,Boone,5209
Beaverlick,KY,Kentucky,Boone,4852
Bullittsville,KY,Kentucky,Boone,5491
Devon,KY,Kentucky,Boone,5925
Stringtown,KY,Kentucky,Boone,5146
Taylorsport,KY,Kentucky,Boone,6033
Idlewild,KY,Kentucky,Boone,2147
Bethlehem,MD,Maryland,Caroline,2583
Harmony,MD,Maryland,Caroline,415
Bridgetown,MD,Maryland,Caroline,1957
Oakland,MD,Maryland,Caroline,6941
Page City,KS,Kansas,Logan,230
Yocemento,KS,Kansas,Ellis,1028
Antonino,KS,Kansas,Ellis,1993
Pfeifer,KS,Kansas,Ellis,2931
Gove,KS,Kansas,Gove,492
Industry,KS,Kansas,Dickinson,3773
Upland,KS,Kansas,Dickinson,5789
Navarre,KS,Kansas,Dickinson,6411
Elmo,KS,Kansas,Dickinson,2501
Fairport,KS,Kansas,Russell,981
Ogallah,KS,Kansas,Trego,5871
Cheltenham,MD,Maryland,Prince George's,179
Dodge Park,MD,Maryland,Prince George's,2441
Hall,MD,Maryland,Prince George's,4948
Horsehead,MD,Maryland,Prince George's,1483
Kentland,MD,Maryland,Prince George's,2022
Palmer Park,MD,Maryland,Prince George's,4006
Piscataway,MD,Maryland,Prince George's,129
Silesia,MD,Maryland,Prince George's,854
Camp Springs,KY,Kentucky,Campbell,3221
Carthage,KY,Kentucky,Campbell,1310
Oneonta,KY,Kentucky,Campbell,4004
Ryland,KY,Kentucky,Kenton,3749
Kenton,KY,Kentucky,Kenton,1461
Crescent Park,KY,Kentucky,Kenton,702
Visalia,KY,Kentucky,Kenton,2337
Springlake,KY,Kentucky,Kenton,1887
Bank Lick,KY,Kentucky,Kenton,1631
White Tower,KY,Kentucky,Kenton,78
Sparksville,IN,Indiana,Jackson,5753
Kurtz,IN,Indiana,Jackson,311
Big Springs,KS,Kansas,Douglas,3545
Clinton,KS,Kansas,Douglas,4099
Stull,KS,Kansas,Douglas,4653
Pleasant Grove,KS,Kansas,Douglas,5697
Lone Star,KS,Kansas,Douglas,5389
Vinland,KS,Kansas,Douglas,5107
Lackmans,KS,Kansas,Johnson,491
Clare,KS,Kansas,Johnson,2204
Stilwell,KS,Kansas,Johnson,4230
Stanley,KS,Kansas,Johnson,4586
Kenneth,KS,Kansas,Johnson,820
Hookdale,IL,Illinois,Bond,2745
Pleasant Mound,IL,Illinois,Bond,5530
Reno,IL,Illinois,Bond,977
Meadowbrook,IL,Illinois,Madison,5061
Poag,IL,Illinois,Madison,1877
Stallings,IL,Illinois,Madison,3144
Dorsey,IL,Illinois,Madison,2617
Fairmont,IL,Illinois,Madison,706
Gard,IL,Illinois,Madison,4303
State Park Place,IL,Illinois,Madison,5941
Heltonville,IN,Indiana,Lawrence,1473
Huron,IN,Indiana,Lawrence,5419
Glendale,KS,Kansas,Saline,6874
Bavaria,KS,Kansas,Saline,5828
Hedville,KS,Kansas,Saline,4712
Bridgeport,KS,Kansas,Saline,3144
Mentor,KS,Kansas,Saline,2954
Barber,MD,Maryland,Talbot,3331
Bellevue,MD,Maryland,Talbot,2560
Claiborne,MD,Maryland,Talbot,5159
Fairbank,MD,Maryland,Talbot,4872
Matthews,MD,Maryland,Talbot,6527
Longwoods,MD,Maryland,Talbot,90
Bozman,MD,Maryland,Talbot,4971
Bruceville,MD,Maryland,Talbot,302
McDaniel,MD,Maryland,Talbot,3218
Neavitt,MD,Maryland,Talbot,5969
Royal Oak,MD,Maryland,Talbot,1975
Sherwood,MD,Maryland,Talbot,751
Skipton,MD,Maryland,Talbot,1329
Tilghman,MD,Maryland,Talbot,5175
Tunis Mills,MD,Maryland,Talbot,504
Unionville,MD,Maryland,Talbot,4545
Wittman,MD,Maryland,Talbot,103
Hord,IL,Illinois,Clay,2296
Ingraham,IL,Illinois,Clay,5386
Iona,IN,Indiana,Knox,1762
Beal,IN,Indiana,Knox,3058
Indian Springs,IN,Indiana,Martin,2443
Cornettsville,IN,Indiana,Daviess,3475
Glendale,IN,Indiana,Daviess,2011
Morgan,KY,Kentucky,Pendleton,6137
Carntown,KY,Kentucky,Pendleton,5120
Skiddy,KS,Kansas,Morris,1761
Delavan,KS,Kansas,Morris,1287
Burdick,KS,Kansas,Morris,2684
Carneiro,KS,Kansas,Ellsworth,6070
Langley,KS,Kansas,Ellsworth,207
Barclay,KS,Kansas,Osage,4744
Pinkstaff,IL,Illinois,Lawrence,5428
Dundas,IL,Illinois,Richland,6165
Blocher,IN,Indiana,Scott,1503
Lexington,IN,Indiana,Scott,5847
Milford,KY,Kentucky,Bracken,2180
Lenoxburg,KY,Kentucky,Bracken,1259
Mason,KY,Kentucky,Grant,5827
Sherman,KY,Kentucky,Grant,4862
Jonesville,KY,Kentucky,Grant,531
Chaneyville,MD,Maryland,Calvert,3505
Lower Marlboro,MD,Maryland,Calvert,6246
Mount Harmony,MD,Maryland,Calvert,2428
Randle Cliff Beach,MD,Maryland,Calvert,3640
Sunderland,MD,Maryland,Calvert,2926
Willows,MD,Maryland,Calvert,1782
Minerva,KY,Kentucky,Mason,6535
Rectorville,KY,Kentucky,Mason,4260
Helena,KY,Kentucky,Mason,6875
Lewisburg,KY,Kentucky,Mason,6000
Washington,KY,Kentucky,Mason,3822
Fullerton,KY,Kentucky,Greenup,5068
Grays Branch,KY,Kentucky,Greenup,1846
Oldtown,KY,Kentucky,Greenup,6191
York,KY,Kentucky,Greenup,2306
Saint Rose,IL,Illinois,Clinton,3161
Plymouth,KS,Kansas,Lyon,3926
Miller,KS,Kansas,Lyon,172
Centropolis,KS,Kansas,Franklin,4243
Le Loup,KS,Kansas,Franklin,4616
Homewood,KS,Kansas,Franklin,4198
Peoria,KS,Kansas,Franklin,319
Beagle,KS,Kansas,Miami,3114
Jingo,KS,Kansas,Miami,5579
New Lancaster,KS,Kansas,Miami,1672
Chiles,KS,Kansas,Miami,6210
Wagstaff,KS,Kansas,Miami,2007
Hesler,KY,Kentucky,Owen,512
Wheatley,KY,Kentucky,Owen,6161
Beechwood,KY,Kentucky,Owen,728
Long Ridge,KY,Kentucky,Owen,6680
Saint Paul,KY,Kentucky,Lewis,897
Firebrick,KY,Kentucky,Lewis,3622
Charters,KY,Kentucky,Lewis,1112
Fearisville,KY,Kentucky,Lewis,3718
Emerson,KY,Kentucky,Lewis,429
Petersville,KY,Kentucky,Lewis,3082
Hudson,MD,Maryland,Dorchester,1600
Toddville,MD,Maryland,Dorchester,6590
Grigston,KS,Kansas,Scott,3618
Shallow Water,KS,Kansas,Scott,3348
Shields,KS,Kansas,Lane,1433
Amy,KS,Kansas,Lane,328
Alamota,KS,Kansas,Lane,2054
Selkirk,KS,Kansas,Wichita,4804
Beeler,KS,Kansas,Ness,6619
Beaver,KS,Kansas,Barton,2364
Hitschmann,KS,Kansas,Barton,3206
Heizer,KS,Kansas,Barton,3945
Dundee,KS,Kansas,Barton,2381
Loretta,KS,Kansas,Rush,5924
Nekoma,KS,Kansas,Rush,872
Pisgah,MD,Maryland,Charles,4363
Pomonkey,MD,Maryland,Charles,4952
Popes Creek,MD,Maryland,Charles,1209
Bel Alton,MD,Maryland,Charles,606
Marbury,MD,Maryland,Charles,2498
Mattawoman,MD,Maryland,Charles,2746
Saint Charles,MD,Maryland,Charles,4882
White Plains,MD,Maryland,Charles,5724
Chambersburg,IN,Indiana,Orange,3800
Valeene,IN,Indiana,Orange,4218
Bluffside,IL,Illinois,Saint Clair,2318
French Village,IL,Illinois,Saint Clair,1113
Hollywood Heights,IL,Illinois,Saint Clair,2852
Imbs,IL,Illinois,Saint Clair,354
National City,IL,Illinois,Saint Clair,1639
Oak Hills,IL,Illinois,Saint Clair,388
Roachtown,IL,Illinois,Saint Clair,168
Rosemont,IL,Illinois,Saint Clair,3366
Signal Hill,IL,Illinois,Saint Clair,5178
Stolle,IL,Illinois,Saint Clair,3655
Westview,IL,Illinois,Saint Clair,5678
Elyria,KS,Kansas,McPherson,331
Conway,KS,Kansas,McPherson,941
Antelope,KS,Kansas,Marion,6887
Aulne,KS,Kansas,Marion,934
Rinard,IL,Illinois,Wayne,6396
Nabb,IN,Indiana,Clark,4508
Otisco,IN,Indiana,Clark,3947
Underwood,IN,Indiana,Clark,4631
Port Royal,KY,Kentucky,Henry,5975
Pendleton,KY,Kentucky,Henry,6834
Lair,KY,Kentucky,Harrison,418
Leesburg,KY,Kentucky,Harrison,6406
